timestamp,type,pid,cpu_percent,memory_percent,memory_used,memory,gpu_percent,gpu_power,disk_read_rate,disk_write_rate,network_download,network_upload,cmdline
2025-05-26T21:15:42.526640,system,,25.0,72.9,20945534976,,1.4901161193847656e-06,,718848.0,1830912.0,1024.0,1536.0,
2025-05-26T21:15:45.047012,system,,42.9,81.0,15432761344,,1.4901161193847656e-06,,17887232.0,1191464960.0,512.0,1024.0,
2025-05-26T21:15:47.541933,system,,9.5,73.0,13178912768,,1.4901161193847656e-06,,55275520.0,8192.0,1024.0,0.0,
2025-05-26T21:15:50.017646,system,,30.7,73.6,13573701632,,1.4901161193847656e-06,,102076416.0,0.0,4096.0,2048.0,
2025-05-26T21:15:52.609463,system,,29.8,80.1,16136699904,,1.4901161193847656e-06,,5892096.0,45056.0,3072.0,512.0,
2025-05-26T21:15:55.149319,system,,41.2,81.0,15550070784,,1.4901161193847656e-06,,15677440.0,1257318400.0,9728.0,3584.0,
2025-05-26T21:15:57.651463,system,,21.7,70.8,8621850624,,1.4901161193847656e-06,,6686720.0,567029760.0,512.0,512.0,
2025-05-26T21:16:00.155541,system,,30.5,73.7,10621403136,,1.4901161193847656e-06,,3899392.0,0.0,2048.0,512.0,
2025-05-26T21:16:03.176546,system,,55.8,82.7,15095398400,,1.4901161193847656e-06,,37240832.0,610381824.0,6656.0,1536.0,
2025-05-26T21:16:05.715162,system,,41.5,78.4,12709511168,,1.4901161193847656e-06,,13643776.0,3602055168.0,1536.0,512.0,
2025-05-26T21:16:08.221204,system,,24.0,79.0,14300839936,,1.4901161193847656e-06,,659456.0,798908416.0,1536.0,512.0,
2025-05-26T21:16:10.822887,system,,30.8,80.9,15414460416,,1.4901161193847656e-06,,1869824.0,58345472.0,1024.0,512.0,
2025-05-26T21:16:13.375697,system,,27.9,78.6,14670266368,,1.4901161193847656e-06,,12619776.0,448878592.0,4608.0,512.0,
2025-05-26T21:16:16.032878,system,,44.6,80.6,15751512064,,1.4901161193847656e-06,,69058560.0,4263936.0,1536.0,3072.0,
2025-05-26T21:16:18.543562,system,,42.2,48.3,10820370432,,1.4901161193847656e-06,,845256704.0,39598080.0,512.0,512.0,
2025-05-26T21:16:21.134814,system,,22.3,12.8,5605752832,,1.4901161193847656e-06,,278624256.0,2349056.0,0.0,512.0,
2025-05-26T21:16:23.661555,system,,4.8,13.0,5743443968,,1.4901161193847656e-06,,13123584.0,0.0,1536.0,0.0,
2025-05-26T21:16:26.172862,system,,9.0,13.0,5755191296,,1.4901161193847656e-06,,184320.0,8192.0,4608.0,2560.0,
2025-05-26T21:16:28.714010,system,,3.8,12.4,5390352384,,1.4901161193847656e-06,,409600.0,12288.0,5632.0,2560.0,
2025-05-26T21:16:31.255376,system,,3.9,12.5,5402017792,,1.4901161193847656e-06,,4376576.0,5322752.0,6144.0,2560.0,
2025-05-26T21:16:33.805831,system,,3.9,12.5,5405278208,,1.4901161193847656e-06,,3033088.0,0.0,2048.0,512.0,
2025-05-26T21:16:36.350742,system,,1.9,12.5,5414977536,,1.4901161193847656e-06,,212992.0,8192.0,2048.0,512.0,
2025-05-26T21:16:38.891781,system,,8.8,12.4,5394432000,,1.4901161193847656e-06,,262144.0,122880.0,512.0,512.0,
2025-05-26T21:16:41.436945,system,,2.9,12.4,5399019520,,1.4901161193847656e-06,,368640.0,0.0,512.0,512.0,
2025-05-26T21:16:43.982913,system,,4.7,12.5,5410488320,,1.4901161193847656e-06,,108544.0,0.0,0.0,0.0,
2025-05-26T21:16:46.534546,system,,18.4,12.4,5401559040,,1.4901161193847656e-06,,497664.0,1658880.0,4096.0,4096.0,
2025-05-26T21:16:49.065898,system,,9.4,12.5,5456707584,,1.4901161193847656e-06,,1021952.0,143360.0,512.0,0.0,
2025-05-26T21:16:51.609193,system,,3.0,12.6,5516247040,,1.4901161193847656e-06,,3055616.0,428032.0,1536.0,1024.0,
2025-05-26T21:16:54.148515,system,,2.0,12.6,5540413440,,1.4901161193847656e-06,,206848.0,0.0,3584.0,3584.0,
2025-05-26T21:16:56.690132,system,,6.7,12.6,5512462336,,1.4901161193847656e-06,,296960.0,14450688.0,2560.0,512.0,
2025-05-26T21:16:59.232626,system,,6.9,12.7,5586354176,,1.4901161193847656e-06,,3127296.0,178176.0,5632.0,3584.0,
2025-05-26T21:17:01.780537,system,,3.0,12.7,5597626368,,1.4901161193847656e-06,,780288.0,4096.0,512.0,512.0,
2025-05-26T21:17:04.318692,system,,9.9,12.6,5550817280,,1.4901161193847656e-06,,1730560.0,8192.0,2560.0,2560.0,
2025-05-26T21:17:06.860558,system,,12.3,12.6,5547212800,,1.4901161193847656e-06,,0.0,0.0,1024.0,512.0,
2025-05-26T21:17:09.403965,system,,11.9,12.6,5552029696,,1.4901161193847656e-06,,73728.0,8192.0,0.0,0.0,
2025-05-26T21:17:11.916957,system,,10.9,12.7,5591547904,,1.4901161193847656e-06,,1210368.0,40960.0,8192.0,5632.0,
2025-05-26T21:17:14.443509,system,,23.0,12.9,6138281984,,1.4901161193847656e-06,,10098688.0,49152.0,15360.0,2048.0,
2025-05-26T21:17:16.980397,system,,11.2,12.9,6178717696,,1.4901161193847656e-06,,1265664.0,2850816.0,3072.0,97792.0,
2025-05-26T21:17:19.543133,system,,12.7,12.9,6154698752,,1.4901161193847656e-06,,1486848.0,0.0,512.0,512.0,
2025-05-26T21:17:22.076905,system,,15.5,12.9,6224117760,,1.4901161193847656e-06,,112640.0,65536.0,7680.0,2048.0,
2025-05-26T21:17:24.643937,system,,24.0,12.9,6207619072,,1.4901161193847656e-06,,122880.0,100352.0,5632.0,96768.0,
2025-05-26T21:17:27.162859,system,,7.9,12.9,6210961408,,1.4901161193847656e-06,,335872.0,178176.0,8192.0,100352.0,
2025-05-26T21:17:29.708662,system,,4.9,12.9,6238388224,,1.4901161193847656e-06,,944128.0,106496.0,3072.0,3584.0,
2025-05-26T21:17:32.249426,system,,2.0,13.0,6253510656,,1.4901161193847656e-06,,57344.0,92160.0,9216.0,105984.0,
2025-05-26T21:17:34.786247,system,,19.8,12.9,6239977472,,1.4901161193847656e-06,,505856.0,692224.0,4608.0,2560.0,
2025-05-26T21:17:37.306830,system,,19.4,13.0,6324011008,,1.4901161193847656e-06,,6113280.0,313344.0,7168.0,118784.0,
2025-05-26T21:17:39.839792,system,,38.7,13.0,6331252736,,1.4901161193847656e-06,,262144.0,210944.0,7680.0,1024.0,
2025-05-26T21:17:42.375509,system,,2.8,13.0,6307364864,,1.4901161193847656e-06,,32768.0,178176.0,512.0,2048.0,
2025-05-26T21:17:44.897831,system,,17.3,13.0,6322257920,,1.4901161193847656e-06,,1949696.0,8192.0,512.0,512.0,
2025-05-26T21:17:47.441865,system,,8.0,13.1,6402506752,,1.4901161193847656e-06,,22102016.0,16535552.0,4608.0,13824.0,
